advertising_budget,price,competitor_price,season,store_size,sales
742.9384107157509,47.64145411957172,46.82182423579414,4,1051.2721967476932,3932.130645375914
2161.112275524129,48.670908404770856,53.36396379789832,4,737.3455425495504,4807.531708526318
1286.6127686947484,50.047969859229326,52.568439018949036,3,1291.763827171294,3777.863179761837
1107.82360638715,42.12710809513348,42.895353741616574,1,953.7163877590015,2633.903098835732
297.21357053988675,41.70873819400517,47.64399394733708,4,1111.7116306563144,3627.763046471886
962.4467501687167,38.41776554432086,44.53566384311723,4,1118.137608968838,4151.918597136326
1525.288120544028,33.93207713196521,34.138711291350226,4,1164.8173161088528,4493.59580643866
1030.5199497746537,61.28069575428245,67.9984282873927,1,872.9477230882782,2501.905793889955
68.94510909273002,41.6407803557817,41.720963670849095,2,740.2516626779015,2281.345891780718
725.7753826173142,54.051266170216465,58.549259860113494,2,1344.453478197405,2670.6902665167227
424.6058608363991,66.32138694812883,70.89724770172195,3,1297.2302650286688,3160.713069566137
664.7702764788284,60.54827382285116,61.779193544330994,2,960.578402412521,2668.5755973184378
627.7157397354653,54.865489613657004,50.273908927015,4,1151.6131412347936,3640.545202793227
109.25420132684735,38.99912943628823,32.67977163261965,4,885.9206520806514,3259.859634226767
292.367952626696,37.11343588924789,38.74534092847569,3,776.4827914753351,2977.0639621648297
2513.0509161422524,39.132015964486264,45.937202769150296,4,1309.5281547190543,5294.617657283524
13.535233367736785,46.00179043578879,47.05869370901861,3,798.2938383494708,2790.2246321247026
1148.3402804514496,38.62754270750108,30.905268162083306,3,687.9133064389938,3544.58940563115
345.56093876524443,45.255551954527334,48.08583924868767,3,885.0413545569365,3009.987086631558
2674.06329909363,67.38000535011952,64.96258580810044,1,1255.9228238355495,4028.085482001967
805.0778851120394,57.6213157163118,53.53162926417939,3,1289.8584856807652,3591.486694847803
1192.502251338438,26.137312147119562,26.83985666854759,3,977.3658703419873,3590.9169703100633
130.95192764904314,59.083159738783735,63.38771026149105,2,1451.9204055484956,2391.9660313149507
3299.941080172577,43.47897547813713,40.940511627236674,3,1144.232364416831,5275.908884335495
131.10642654047444,27.572036190452668,20.867176010546267,2,1051.2649305937707,2370.2046002659076
294.21262538387634,50.12100139116704,41.71066497267812,3,1272.7091893279226,3100.947177612682
1680.0099599293512,49.88437022776634,56.46486748701875,2,1060.3861270006043,3603.0644972341374
963.8986191488145,33.175306452002076,28.39989501132294,4,898.8758828161623,3939.3990151638845
725.12545541678,48.68669680319841,55.29275243358629,2,1207.730857463947,2900.876165140677
473.1979020941387,46.503842119237675,38.43433484184271,2,601.5628867301573,2522.616914110209
36.9257587921011,48.74883897880158,47.48063670933907,4,1276.611479716321,3335.509398173519
262.42738720380515,43.47769080700829,42.24093617126372,2,1309.221712086282,2500.666256539039
1888.7307911414803,57.99987545921521,54.38689155220782,1,1282.9487638719625,3512.607321550395
2190.2204348143387,42.90961583414642,33.3514047795512,2,942.5282251700731,3904.4973750649588
641.5792529954301,33.947623047397094,32.84481037535215,1,1532.922898400287,2537.7804580171337
1372.6545035760282,54.00704444692596,47.224319185493265,4,1374.8848893866489,4385.21238345631
1633.0731257778891,54.78256105070638,55.80416047064798,4,1025.0781943613476,4572.594130494457
592.0975584016177,33.31720548082163,34.23014450189331,3,1048.765385323353,3181.6058014555224
190.1022752273809,73.38773435723527,72.32544073206392,4,751.3282524781292,3446.344504067848
48.99180138445274,49.26835603249075,50.52050744749597,2,1016.008253843052,2183.505647628158
282.9730037239622,31.304097521912567,34.70553335050135,4,1264.480864962346,3436.783207111626
154.54784654780215,32.87020893960978,27.08054044095325,2,640.1286637567052,2359.571372517829
204.5000970845767,44.130501651524334,27.482982663983687,1,1274.959594010956,1968.0295807339355
39.711889341503976,48.55019135572789,49.78685786414051,1,887.8885309811263,1704.8163925606484
895.1408053458413,50.8994428654356,52.478039976918225,2,1088.2165323720808,3102.691467806282
72.78212530092514,25.90095896962991,21.176886518421313,4,876.5401860483909,3391.2254430586636
957.8728856966234,32.55495713324834,25.876923800016534,4,1169.76109154629,4034.8871464934155
1136.5294406347211,37.656985925030334,43.76899673328285,2,728.0063572655451,3073.181106819505
1441.3051242497497,94.54264261618496,94.8535387652464,3,1080.634033326878,3830.4299296380677
163.3809565792881,50.300207075024154,51.11063553825803,2,1373.4462574361617,2558.747928003426
98.1558225502443,61.75490711340062,53.66679982026987,2,556.5432579492864,2244.200904318674
236.83414199333652,56.63504389964296,58.8836069371255,2,853.8330200604659,2331.6931947378735
272.7656270595168,68.78238555449165,75.43410309194024,2,1142.08490681829,2409.310050256622
2496.5727256613472,48.15546580048446,57.59476074027765,3,788.8310725132319,4683.27646214782
81.32903077957207,44.4992349713595,46.15534877065888,3,803.8058162947849,2834.3432640275614
2289.6002995172553,55.47771560453969,65.97647834451963,2,1075.41218192568,3995.823441438146
6073.20344569284,54.36925498535385,51.49180391987324,4,1156.2857838931056,8115.439191569643
1399.9394936299627,61.92851373885773,57.261157946732524,3,914.9614093454231,3801.4372645958074
3533.27807514072,19.234213882192176,17.958183209994054,4,924.2031851883618,6197.9479733564
1546.9380266641315,54.65103235812725,62.20939942905441,3,1161.955854512285,4044.578460994039
3302.329201910146,53.278533333105734,64.31876357082348,1,731.0226438437601,4476.861451188328
83.12449574664514,27.071180266044994,32.06160112906327,4,913.3431652744291,3324.074433173889
514.0310673699446,73.35779948565137,73.57381972907889,1,1186.1746578131383,2189.6129130300187
319.35702637332713,75.13878181414066,72.02814441235871,2,596.741137915367,2498.7392311241624
861.3274396159081,58.4114190200836,66.08907288694301,2,1063.0993616646983,2942.5449433014805
2710.581552807798,56.00552434193841,62.49823099078383,4,1130.7729009284756,5335.781543078307
1466.3389508080948,42.74782797508435,51.89270175635612,4,1172.4115181093089,4449.400728324861
3322.943437471253,39.26730850815877,38.39109169333721,3,1614.2673403212002,5693.78494919666
2669.472324320263,49.33149650861777,45.287525916535614,1,564.5527862206529,3740.8435648496734
1436.4622344805562,14.961039544173552,5.63969035789119,2,1273.8228735349503,3489.6760583641044
734.8211309803352,56.435593513513226,67.65900479066451,2,921.1683806947852,2897.833912605196
787.9760565258111,44.95694394999853,50.63212823550723,1,894.6089712870016,2060.8148309150693
1449.66873419803,53.296371259102145,49.59009442155473,1,1055.495848267493,2965.881345744939
2260.18877968796,28.49654115551839,36.187869360078565,1,1207.4933339130087,3645.3332777392793
1559.277303042175,78.93904994931924,75.43846199024217,1,1344.3928576264352,2914.983461766189
915.506824779772,47.81233350541716,46.76980135064841,4,806.9235958591012,4131.960257573584
9.248301398070863,50.35919573673892,53.34069466404498,3,1078.2569914241747,2877.2001006182422
120.15908740808972,65.53874314148051,68.67725511424011,1,957.6178813045038,1720.3324758368822
1849.7220499860694,62.81656626710834,61.36145890168187,2,858.0314681110552,3471.11025408083
299.08854919669295,58.195984275009074,54.870447419915045,2,1007.4184683872911,2526.445603698161
335.050404346534,44.62186208656085,41.70405934708049,2,854.0684235411759,2438.401536500649
476.5638574429912,46.98441842200047,48.110273083135155,4,1095.8238255565543,3642.5824695192136
9.631878110464179,46.461928031994844,36.54311698472962,4,1125.7461096519273,3344.671535390802
333.8602584926228,65.73191659506861,63.130871527798206,2,962.4805999816776,2452.6101216560173
127.03775696079059,54.640856636897304,55.12518679927668,2,1273.5302607871945,2335.8626070795226
108.48601910994176,74.18467291855322,83.41167132480511,1,947.9138827009774,1763.816150251844
80.65412553174164,67.96232810057262,73.10582168002212,1,939.4450909748923,1762.2627241709984
899.5798156995206,43.15256585743857,38.54397667502899,2,1132.0977964691394,2807.923848620018
209.9160759098913,23.073062050701974,35.16484081856423,2,973.5148830113327,2430.4623299000555
2473.270810123663,72.63860029741251,60.64778482115802,2,634.560812505748,4159.751477601267
689.0317672931674,55.731757558887765,48.68960010704596,4,755.8098858002259,3656.8301852897257
508.8885258850483,52.4102824718848,36.15861509090627,4,732.935492248899,3485.9611597026314
75.99061881765658,70.17027759845922,71.2429421928913,4,890.2292280735494,3152.763330919423
93.73763817694346,59.76996427992806,55.1467441876879,1,902.701476890903,1789.9629309495565
1055.4772673561288,57.09825598717975,59.361376137080356,3,1132.8550408514252,3540.7325005077046
2480.1679433357044,49.17347825401519,55.22113525969653,4,1016.6589275093615,5120.49837610636
694.5414076335898,44.500491819966,48.639367891825586,1,987.8228046186595,2296.45071184707
2427.4423098915404,45.14028723949134,56.02805818289521,3,685.0240025074531,4607.486175993243
1480.7211931062197,25.66519080059352,21.16590094241718,2,1301.6672196115458,3545.894877399715
308.528830659773,48.29967808839051,50.390135225923515,3,1283.3322616595913,2874.1482149865756
2887.167769951625,45.340561402446795,47.81814402317127,4,1107.3649367911353,5775.5640068888715
19.493180232085457,47.41410950286153,43.24906822366433,4,1330.9269496804177,3348.2433044368117
3363.575166486764,26.22130983905214,24.220098424392713,2,1383.5696003213332,5162.88636255573
161.65094981739165,55.34715657004238,64.8013586702382,1,974.1840023906295,1826.9739990443588
1711.6815228765856,59.71408973850606,57.686152954767664,1,806.113511342336,3025.4123643949597
322.8569214169894,57.4030594130565,53.40880169297002,3,945.941536475101,2918.0681089057884
244.31319448650405,53.02294408673753,47.76773433530406,3,686.1287314549611,2850.9563539899436
427.85727305176505,52.341361076852785,55.224166679397754,1,717.4617695014738,1830.531456119155
1071.1713765870666,60.31326079388741,65.00531791325386,4,1024.952772575477,4285.738418688287
15.77102942027191,26.34155545801817,32.44393741342354,3,759.4617942210265,2697.477789685151
104.98408954974501,73.80349485549637,76.78353822042696,1,609.9809679962482,1758.789809995542
542.9936535321999,13.093462668556924,10.762921670836025,1,1123.5241330169301,2206.1203583179063
2190.8461561891036,67.58412439412102,73.60018830558245,3,923.2112755873081,4389.590699238531
854.1842068283423,43.924833928239536,45.315856908344436,4,967.3185538537375,4032.6205655721965
1462.5923905289114,51.9413251522295,52.7192224983827,1,1036.182135045005,2898.7823393831736
340.84297629051326,44.7031972999633,39.34942541827078,2,992.3660826067144,2556.834842865011
525.9523525860459,50.46274239135409,55.293206668135696,4,1153.6233904861388,3747.452885213005
165.82534179857683,47.99914516832566,44.13427799749255,4,1180.323889784949,3387.8125951851503
76.46888472134347,42.14235244529907,34.915353261395275,3,605.8557436308861,2721.661887555858
412.269030927075,57.583083153548124,59.39320590849045,1,1099.2692822140984,2219.1924107560662
81.06913727077144,34.87980165243983,35.151503123149205,2,855.5399624092815,2243.1430076734246
212.8211005498517,38.462565220367736,42.2773565039376,4,884.269789175909,3418.8254609968476
19.487791733621464,64.08363248059337,72.34320416493026,4,826.6149521311131,3251.270330696954
1059.6760126200406,40.676089322439736,43.30181261638109,1,1138.69916412092,2553.2687949885085
1116.7214932772522,99.26177301931827,103.63297386548447,2,946.8954277133303,3144.7627520577576
252.9570322152155,45.994943573494524,39.57395251893872,4,708.9422048197569,3465.8950732516114
1878.6874956263487,63.0354691329626,60.217703226719095,2,1174.035634949354,3822.358917201379
1728.9876141145958,63.007353336502796,69.93454224478471,1,1037.6880160841513,3107.233315320235
520.897064536171,52.39089796664333,49.29289806612488,3,698.384824039798,2892.046664500363
4178.958707502905,51.3690784725136,37.2775570415027,3,851.6121092487049,6055.778215219704
1471.8058823704357,48.29627197653817,47.23282330501258,4,1151.217576139001,4442.108617758949
3379.931270268884,28.28927999805365,26.850765557408067,1,1517.454291169062,4616.694147345938
722.2186481226358,79.0714234908971,77.82256043069519,4,604.7567871219376,3773.3090782199683
641.8670376112054,35.87699119598385,38.519687205140855,1,959.7784409421147,2213.018601333222
1408.3510689950406,29.599646355341083,33.9807092519494,3,1082.4561196287,3893.4022340415863
2122.6936783837405,46.80710175865449,51.75859949415211,2,876.7799693521433,3908.442300213951
3328.2944486742617,35.577922797342396,37.80646849801923,1,1169.9043973988248,4289.089368340741
392.37896544103256,49.224308141595934,40.220454631982754,3,826.6534658679374,2960.938919716482
1602.9816681178222,60.31645772842653,58.61045906496005,3,1030.7695320433284,3766.7104365398545
788.7209579430391,62.220960824325225,64.09204449833761,4,1243.8862165909545,4009.5979418027086
198.26577100160884,45.415519178214794,47.25461702043412,1,864.7270993928789,1905.1806194970743
426.7868521561556,50.74387741492379,52.541307113793074,3,929.6252407426969,2998.0137132213467
2678.8560363006704,56.118185763462364,58.19508387599231,1,1189.1378074994311,3933.3768073551078
1000.7623235829946,58.558770501797895,57.36114891724255,4,1013.7500113527144,4026.940870021835
898.8297483207809,28.14051068624253,27.95104652726908,1,635.4931312626796,2661.062450052963
128.67276086788684,80.60519898359735,87.01267597986441,3,782.413308274185,2922.076130148637
207.24388482274026,38.45439351143217,40.60483929229093,1,891.0854136352417,1789.3824302397265
1612.5610664704518,40.550449522164655,36.53132628095093,3,1098.6172804095875,3983.249469625689
3581.1560754678467,84.11140353714859,78.0274753317415,4,884.162771770614,6049.144498956916
206.91589090622236,26.761963322782425,29.474484471105,4,1043.132557497213,3535.848875457489
606.8503570982068,72.56319351027844,78.85699970907878,1,1087.1366223849006,2379.200847741735
1377.395185071191,67.89863412712147,70.31328385300941,1,1248.1931197477065,2923.71257678134
330.7296114311051,45.78181306567567,48.94192918376078,3,1063.9646125228132,3038.0534502994933
20.0801726795626,54.60045413044757,56.965680494637574,2,1307.7694580938687,2174.96878293776
3137.308920157379,79.58869856670398,83.07335174151777,3,895.3095140331086,5066.69034817723
496.39172121668855,38.05564716511864,25.96176982977154,4,1258.6296150042542,3669.6112430562484
544.9591923263707,52.19015914663591,52.745600903160074,4,1052.7732041805891,3778.981051135006
1186.1578099748938,28.50439393073219,34.31890679345288,2,1055.6771390641766,3189.675851450955
827.1404063754409,32.27650131346381,32.43124175480296,1,1091.0090188484444,2378.4719115286402
3673.3688031357656,53.30193781231664,45.77657844104762,3,1364.4785665102795,5651.921571472344
1167.5331484015428,23.88949090429497,28.973645349359227,4,1217.3061115797643,4211.838720249884
2254.106897531024,44.0139419113536,47.15058251272264,3,1104.6320066804324,4422.589591847102
1201.9044971926346,56.32953232150186,59.114271733204376,4,794.7863834517684,4197.243559016999
1328.4626234103955,37.62899030746456,33.56387604662045,2,964.0534971979758,3336.9868371120065
343.0692400756963,58.80202776103482,54.93382853634417,2,1014.3328279501702,2552.7918830498024
361.6569018994854,45.96438362167876,47.08238089390829,4,1139.3263002435494,3478.8574834412075
351.98067807968135,70.42641370010335,72.60087851349004,4,1033.9080820436573,3508.0744536008388
827.2960684846702,41.198828589049825,30.394265575216217,3,1024.0699830754343,3408.837590823957
117.09729096418012,59.290239431520476,61.4876685714993,1,1339.1031638499712,2089.202009913022
1768.7070679466603,50.21572994366399,51.04969826631895,2,590.5666229673058,3569.750241509228
923.138626544895,52.85316439014263,62.77929706849942,2,1291.0818964344057,3262.8295453264577
206.91290234931046,46.348902878073204,34.669134784066024,3,990.9628943149676,3013.3368995954233
780.9633587831205,51.72859800458028,47.65204243063974,1,1200.5159628543188,2580.282046789334
331.9807102309856,69.469102903027,67.46323704429005,3,1072.7680868585226,2889.038006480452
433.1365168650633,60.51883459165053,64.89711640779171,4,1110.8508952053041,3563.8851431770727
65.41276661595103,60.846054862033675,56.51602131712055,3,1161.8108578175556,2653.004062945941
4265.964859192567,47.69286833178447,52.68263994249722,3,934.233834682552,6284.14243126781
32.04255116894584,54.782405653692955,52.76583181708442,3,1206.9598261052472,2785.2039478022866
1086.1805040732938,33.72239482496383,39.78059295320966,2,783.1058752842433,2963.5507034787056
1038.4874367418179,8.255593514851697,7.639035519520894,4,1167.1939848544553,4091.177215697819
1120.093301217261,67.1134396572541,72.39359151508268,4,1092.1577696522802,4121.018731799552
1306.5058745640597,29.541980995559875,26.92807491272902,3,921.3215124088529,3950.2641435413807
120.99541886670293,39.7885033013146,42.32256028962984,4,866.1267521762493,3471.118908664155
1069.7136110220881,44.46795102216697,47.19424343729757,3,1350.2818147497821,3789.7912410480085
29.224269890145205,52.970853888277254,54.02647777250059,3,692.0748611588078,2736.974858912905
535.8540238703094,19.484661981734558,17.393417405335402,4,761.0633063966897,3630.5055224760904
568.3542875584668,35.353616904026026,33.60512317723227,4,1008.7287273759175,3835.711264697844
629.5606124217231,64.6300360233314,64.75839759936946,1,1027.9650542652107,2283.928484925644
1220.1840506862827,56.73414077289496,57.98210315326688,2,1393.931336990219,3158.370516648139
378.74603277219387,75.23971391019946,75.33573101502719,1,1007.8924398607861,2084.762206369849
1160.9810565989121,87.54856707604233,90.88534349831572,4,901.4690293573193,4101.832251066842
429.89886497126986,35.55997198386462,40.569324051570064,4,772.7327553688018,3400.049744432285
1221.4207344178403,40.49540201134134,40.49620454837677,1,1117.4084848135667,2607.2556964276746
716.0566983145142,73.92142983565796,72.92178022006587,4,1103.8873246383475,3561.825732729234
1011.558257072606,34.767388417800184,38.48190494496818,4,767.9959236113423,3933.3651455185454
1078.8173219147995,46.581735674271414,36.23036795170444,1,1331.2645015607116,2614.1627858783872
341.0235248355498,51.434113161688664,51.64001074643334,1,1384.969099024704,2093.9453813570994
151.68763955918567,35.5947042178683,38.16308029683483,4,1009.4209395518627,3198.4282625568503
170.35446634312146,23.673469530932575,20.366030104524977,3,1484.6212261227108,3086.6428985966672
1019.960693720902,46.844635943346326,47.21777599243056,1,920.194413690016,2406.3769546125195
2062.570940079952,45.183808558111295,42.04862601236207,1,1080.086398771256,3522.939571199906
526.7793408168279,44.17383138516837,40.52596671906642,1,1286.3778127549026,2184.3904380031518
185.75162515354563,53.34074093901447,51.29864168835788,2,908.1991079554181,2339.8651926922203
1413.0593626303378,71.44279487788988,67.88933491555483,4,723.6901882241123,4250.785873360425
1786.7090904044467,45.45360920462411,48.87170076430577,4,677.6565868762292,4601.694350985749
2125.129046295361,52.556644980820444,48.881885596643556,4,1412.1653127805318,5054.659387051804
933.5168250170457,60.903057856174044,56.38850782093441,1,894.1950698722444,2388.47950939587
685.9022336159461,71.47383357821167,64.0213692495272,4,787.1908145508855,3774.707655863872
186.85164442025382,41.81578765506871,48.59943010862931,1,1026.1084584856717,1942.5507226121294
434.5790112288267,57.22420768532142,59.48565764817601,1,1042.972941892773,2181.5865057467654
1487.979417440977,52.44883439438248,54.691738790641715,1,922.1729808046872,3175.5033855941447
30.89467795138998,27.981227335417987,35.7696236945292,2,1399.230463950985,2514.0053983345015
1117.6434383835488,56.88741973967837,62.39351764331691,3,837.5685738931866,3462.941123873316
1694.9834172208475,33.49786375593446,29.290326461376804,2,1042.185232392786,3544.594274533721
2089.8688414357866,39.93183387299167,36.61049454819876,3,1201.752501426627,4455.441334281708
384.7571801815895,47.58071849508283,50.10149124983422,3,1220.634787758728,3119.8386499977646
882.7692606170211,70.58418370169862,72.9672512367977,4,993.5962391025859,3820.9494049546065
80.44407245594357,57.445724697932675,50.52838813565275,1,1058.13329862261,1952.7235509686936
298.2308537853729,33.807891206381825,33.19866314982665,1,1065.7069507827896,2062.817014581276
98.961454223412,34.776251438013745,36.102536555915755,2,545.5716688858786,2123.0506236237948
2080.940372034909,55.91966125034999,57.493210962303785,3,878.9872618556059,4387.8508821757105
568.0678907361162,32.49185771578461,33.61485509932591,1,1149.916514274726,2312.325028464959
614.181713145225,54.22375107628751,61.14087146906739,3,1000.4236842034945,3203.2737748952386
3492.393745429388,47.272099013147574,49.6380819292737,4,957.0610905226325,5968.94261774214
351.1963620466453,82.35823831171606,83.36235976008844,4,748.7689450985226,3383.99867834225
987.0471293965129,50.54905484844618,45.75865795023938,3,991.0910271510423,3461.350118327422
544.8352322786484,77.21379241550412,80.56892247244836,1,474.6630488002777,1969.1122071078983
63.095489259931206,32.444246028434904,34.094995775394594,1,967.4087378388318,1802.1191544671578
672.0333184535556,26.401805906574392,32.82050307508143,1,1012.6367337615512,2226.497373713814
72.13191534434966,76.341523845403,67.8409195012617,4,1044.9633473382949,3178.9609240158265
1445.6202999947411,43.091509553606635,40.24054156511587,2,837.5060335415333,3372.1310174422206
1287.3376892915653,32.465286346812505,34.64912510236499,4,1143.586277164533,4341.527548065828
832.450096787782,22.82540229322419,23.396565515735972,3,1402.8227446719488,3599.329365963733
1455.4207722377869,50.15731974010813,45.830372214882,3,1037.7340895019997,3933.3340227225963
1671.0061893938712,28.9991519425493,28.920263498050947,3,1187.805831499829,4050.1906480054613
1678.0503278250137,74.59935022742991,71.67688306345792,3,1124.199513174547,4052.750283547257
1029.2275272676047,42.449648929257904,40.58836632862938,4,1548.6225744927492,4131.7884282991
612.5162600392565,58.004396372247136,56.38615114870133,3,856.9324861810667,3336.6097413288935
2000.0963270613,28.181578921329134,27.04811257183554,3,1050.4462959838597,4572.65101790997
2603.7904286838852,47.14212215569944,51.75298943823487,4,1309.7835906836406,5484.1657597708045
24.093986142743667,54.37061684357876,53.72166269755529,2,1297.2318474037065,2421.4029987009662
52.931343959830684,54.90612827079961,60.0246399537501,4,609.9844146951239,3184.7818040944094
324.56823066424755,57.41783738073159,61.69256063601234,4,1296.9041531697399,3422.122458350653
492.32305516924464,52.960589081594904,54.5947501290125,3,1140.7591767501638,3082.5479265410695
126.81123226468141,51.70636525220416,56.033158797454504,2,926.4273412607033,2345.018998867501
170.20474168780672,51.085178259787725,56.00802748957372,2,1443.7486715061698,2700.2309272491584
287.5396757471592,30.901808391299035,33.972337417747454,2,1145.7483172931518,2627.407508230516
1208.9783128937565,16.785977211731726,21.265231612245756,2,959.3687267332438,3212.296388795463
730.1949363696575,62.6532543683318,60.272258566336866,1,820.076268490842,2278.4884331580142
737.7590588408771,54.601849436921775,55.43194367629464,3,877.1619163749015,3287.5242564965797
775.299882931338,18.003211734228337,22.985524811293253,4,669.413087525408,3763.8948984346557
729.2732538317856,34.599342623221006,39.04404265118619,4,1207.9524579209565,3909.7487702165845
8.813479925673755,52.55623126389668,54.32320025119146,1,931.6763066459367,1527.4157806405588
1.7263113281668305,52.03277004187693,55.03098824550211,4,1093.2643298366584,3113.117839465961
102.77089177017929,46.65877680271968,53.01726076033247,2,1284.4517017152652,2448.907831398928
107.0915724382078,55.5337580436237,54.78392658776939,3,1043.974028474789,2979.984813992379
229.30755042841952,51.81155698327043,58.31720624416329,3,1038.7842953767868,2864.6937227735416
317.30083859256445,38.43501480771907,30.327751684957963,2,1209.5698113779501,2595.3557924105753
712.8945725767866,44.773007129570296,41.021713091111614,1,1246.0968712716704,2428.4731812105592
192.9235237945397,64.9100418255327,67.85122579810799,3,732.3338746359073,2796.489659866205
2193.11836567118,47.207776715515266,43.9492559744241,4,1072.9423546416972,4999.350202376613
568.0433605952217,61.782238847443644,57.419266215412875,1,1201.324926319303,2134.531480878831
1421.6060846349367,40.22071768964921,37.4787337505933,4,886.6047217991443,4113.152873361186
102.67431514512876,48.49958211587996,49.830658416644496,4,1190.8329028381847,3360.1272738220973
1399.324543658419,57.63144996573957,56.410374764861224,1,705.0098640579324,2826.370760195276
554.0032975418384,25.576189284272385,18.252655876184548,4,800.4487441786132,3663.692348682658
102.31428884991081,49.03534324821131,51.58567621406664,4,810.9063320010683,3362.5137532776766
1935.359771282783,31.808890776877924,35.77341763606393,3,1322.0152246379298,4396.565664457357
1755.332243676046,50.633945974474685,46.5078815967461,2,1266.687833206593,3617.0189479872256
353.6082386415829,76.12075482930058,91.82286937981176,3,761.2576291511446,2785.4014375817355
2991.7273731244236,92.6389059201569,91.89097934357002,2,1199.156702031498,4539.654072087804
85.523877603952,55.29558872622501,49.10478300454772,2,1113.4611250584521,2253.108051169228
564.957183223945,51.46126014596469,56.44320227417973,3,1337.6623622905763,2913.116362519369
1762.1402919654836,46.10469704838397,55.392651431632295,4,878.807403210498,4730.2053766651325
641.3541592602367,37.51894298400805,37.21753923886814,2,974.7716900245364,2590.7687489864115
1308.1740136994406,32.966041017117135,32.272059012389455,1,812.9129189082587,2749.7940234700045
234.99903331629054,56.07860038323718,44.94479275845105,2,962.4802357446321,2598.6979585090667
62.70677967213543,11.325607247892044,15.430442944457024,3,934.9157457254338,2771.221044153626
363.0429610612373,49.42608076303766,48.005382989592825,4,697.8150876366012,3581.5948216820957
693.4433907546523,70.20009502101719,72.83793560157736,3,1224.5542480466684,3188.8926159404114
548.7903719881394,55.59683595636514,58.6169601911129,3,1132.237094963201,3228.8223676854936
443.3957653281859,16.554850389050287,16.99896520044423,3,815.1182863540004,3044.5116945250443
207.09408088961322,64.1473880150025,63.72029385083717,1,1209.4353310005995,1989.581448617911
671.4197017768178,49.8669360156564,59.57566662591491,3,988.7828547442651,3294.2606131311973
1599.147874492452,67.00532747147764,72.52620325419602,3,1232.5961760783682,4109.68907438355
1012.098378980814,60.8148373014638,60.80427890153968,3,856.5002795831157,3487.9503029103516
596.8541987433011,51.40187737649529,50.00204671246264,3,867.0066977360007,3136.026938530263
1169.0524211467546,55.88066755802758,56.44441224841133,2,691.4355701925575,3058.9604439633763
1965.0525038571943,69.12870519382959,62.74561419260628,4,1021.2870832862577,4871.0156182053115
12.723199115511274,35.38748857741667,33.72951968275894,2,1144.0714996787017,2245.5556520017817
1410.071412795485,27.093188069963663,27.07362552348827,2,1119.3587554661628,3450.9018624280357
1680.0536561473443,81.76595004512848,85.2684353609193,3,1291.4875898740872,4060.0361373648097
